,active,Astapor,King's Landing,Winterfell,Unknown,iPhone,trips_in_first_30_days,avg_rating_of_driver,avg_surge,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
14699,No,0,0,1,0,1,4,4.0,1.0,0,75.0,6.97,5.0
14700,No,0,0,1,0,1,1,5.0,1.0,0,100.0,8.5,3.7
14701,No,0,0,1,0,0,6,4.0,1.0,0,90.6,4.47,4.8
14702,No,1,0,0,0,0,5,4.4,1.0,0,100.0,8.12,5.0
14703,No,0,0,1,0,1,5,5.0,1.2,0,0.0,9.1,5.0
14704,No,0,0,1,0,0,1,4.7,1.0,1,100.0,20.86,4.5
14705,No,0,0,1,0,1,2,4.6,1.0,0,100.0,1.42,4.8
14706,No,0,0,1,0,1,19,4.7,1.02,1,65.4,1.9,4.8
14707,No,0,0,1,0,1,10,4.3,1.02,0,83.3,1.98,4.7
14708,No,0,0,1,0,1,1,5.0,1.0,1,75.0,14.98,4.5
14709,No,1,0,0,0,1,1,5.0,1.0,0,0.0,5.16,1.0
14710,No,1,0,0,0,1,3,4.6,1.0,0,25.0,5.09,5.0
14711,No,0,1,0,0,1,2,5.0,1.0,1,100.0,3.93,5.0
14712,No,0,0,1,0,1,7,3.7,1.05,1,42.3,2.11,4.3
14713,No,0,1,0,0,1,0,4.4,1.08,1,67.9,3.29,4.7
14714,No,0,0,1,0,0,1,4.0,1.0,0,0.0,6.19,4.0
14715,No,0,0,1,0,1,3,4.9,1.0,0,22.2,4.0,5.0
14716,No,0,0,1,0,0,2,5.0,1.04,1,33.3,7.34,4.5
14717,No,1,0,0,0,0,0,4.0,1.07,0,85.7,1.42,4.4
14718,No,0,1,0,0,1,2,5.0,1.04,0,83.3,1.71,5.0
14719,No,1,0,0,0,1,0,3.0,1.0,1,100.0,2.26,5.0
14720,No,0,1,0,0,1,0,5.0,1.0,0,75.0,4.2,5.0
14721,No,0,0,1,0,0,0,5.0,1.0,1,50.0,11.09,4.8
14722,No,1,0,0,0,0,1,5.0,1.0,0,0.0,2.18,5.0
14723,No,0,0,1,0,0,2,5.0,1.0,0,100.0,17.12,5.0
14724,No,0,0,1,0,1,2,4.5,1.0,0,100.0,11.54,5.0
14725,No,0,0,1,0,1,1,4.5,1.0,0,50.0,9.52,5.0
14726,No,1,0,0,0,0,1,5.0,1.0,0,0.0,3.62,5.0
14727,No,0,1,0,0,1,7,4.3,1.03,0,39.1,3.2,4.8
14728,No,0,0,1,0,1,3,4.0,1.17,0,23.1,2.96,4.3
14729,No,0,0,1,0,1,1,5.0,1.06,0,50.0,6.25,5.0
14730,No,1,0,0,0,1,0,5.0,1.0,0,0.0,6.22,5.0
14731,No,1,0,0,0,1,0,5.0,1.11,0,77.8,1.75,5.0
14732,No,0,0,1,0,1,2,5.0,1.0,1,66.7,8.11,5.0
14733,No,0,0,1,0,1,2,4.3,1.0,0,50.0,7.17,5.0
14734,No,1,0,0,0,1,0,5.0,1.06,1,55.6,3.93,5.0
14735,No,0,1,0,0,1,0,5.0,1.0,0,66.7,2.82,3.7
14736,No,0,0,1,0,1,0,5.0,1.0,1,50.0,2.16,5.0
14737,No,0,0,1,0,1,0,5.0,1.0,0,0.0,13.65,5.0
14738,No,1,0,0,0,1,2,5.0,1.0,1,50.0,1.19,4.0
14739,No,0,0,1,0,0,3,5.0,1.0,0,100.0,6.84,5.0
14740,No,0,0,1,0,0,0,5.0,1.0,1,100.0,16.65,4.5
14741,No,0,0,1,0,0,2,4.8,1.0,0,78.6,1.99,4.8
14742,No,1,0,0,0,1,2,5.0,1.15,1,80.0,6.28,5.0
14743,No,0,0,1,0,1,3,4.8,1.38,1,33.3,5.97,4.7
14744,No,0,0,1,0,1,14,4.0,1.03,0,100.0,2.05,4.7
14745,No,0,0,1,0,0,1,5.0,1.0,0,100.0,3.64,5.0
14746,No,1,0,0,0,1,1,5.0,1.0,1,50.0,3.42,4.8
14747,No,0,0,1,0,1,3,4.3,1.5,0,66.7,1.27,4.8
14748,No,0,0,1,0,0,5,5.0,1.0,0,40.0,2.13,4.8
14749,No,0,1,0,0,1,3,5.0,1.25,0,100.0,12.08,5.0
14750,No,0,0,1,0,1,4,4.9,1.0,1,52.9,7.09,4.5
14751,No,1,0,0,0,0,0,5.0,1.0,0,0.0,8.42,5.0
14752,No,0,1,0,0,0,0,5.0,1.0,1,100.0,1.07,4.5
14753,No,0,0,1,0,1,0,4.0,1.0,0,33.3,2.01,5.0
14754,No,0,0,1,0,0,0,2.5,1.0,1,37.5,4.27,4.9
14755,No,0,0,1,0,1,18,3.8,1.01,1,95.2,1.93,4.3
14756,No,0,0,1,0,1,5,3.8,1.17,0,61.5,2.94,4.5
14757,No,0,0,1,0,1,6,4.9,1.0,1,81.0,5.15,4.7
14758,No,0,1,0,0,1,2,5.0,1.0,0,0.0,4.46,5.0
14759,No,1,0,0,0,1,2,5.0,1.0,0,100.0,1.4,5.0
14760,No,0,0,1,0,0,1,5.0,1.0,0,20.0,7.89,5.0
14761,No,0,0,1,0,0,1,3.0,1.0,1,40.0,6.37,4.4
14762,No,0,1,0,0,0,0,4.8,1.0,0,100.0,1.59,5.0
14763,No,0,1,0,0,1,1,4.8,1.0,1,91.7,3.62,4.8
14764,No,1,0,0,0,0,9,4.3,1.01,1,92.0,2.61,4.9
14765,No,0,0,1,0,0,2,5.0,1.19,0,25.0,5.18,5.0
14766,No,0,1,0,0,1,1,4.7,1.0,1,83.3,9.79,5.0
14767,No,0,0,1,0,1,2,5.0,1.0,0,0.0,18.2,5.0
14768,No,0,0,1,0,1,1,4.0,1.0,1,100.0,8.86,5.0
14769,No,0,0,1,0,0,2,5.0,1.13,0,25.0,7.22,5.0
14770,No,0,0,1,0,0,5,4.5,1.05,0,40.0,3.48,5.0
14771,No,0,0,1,0,1,2,5.0,1.0,1,0.0,13.65,5.0
14772,No,0,1,0,0,1,0,5.0,1.0,0,50.0,19.57,5.0
14773,No,0,1,0,0,1,15,4.1,1.08,0,100.0,4.2,4.7
14774,No,0,0,1,0,1,9,3.9,1.04,0,33.3,3.52,4.9
14775,No,0,0,1,0,1,0,5.0,1.0,1,100.0,3.13,4.2
14776,No,0,0,1,1,0,1,5.0,1.0,1,0.0,4.36,3.0
14777,No,0,1,0,0,0,2,4.0,1.0,0,100.0,13.47,5.0
14778,No,0,1,0,0,1,14,4.9,1.16,1,85.6,3.89,4.9
14779,No,0,0,1,0,1,10,3.3,1.0,0,51.1,1.36,4.4
14780,No,0,1,0,0,1,1,5.0,1.0,1,66.7,1.29,4.8
14781,No,0,0,1,0,0,0,5.0,1.0,0,0.0,10.27,1.0
14782,No,1,0,0,0,0,1,5.0,1.0,0,100.0,3.06,5.0
14783,No,0,0,1,0,1,3,5.0,1.0,1,100.0,2.37,4.7
14784,No,0,0,1,0,1,0,5.0,1.0,0,0.0,6.38,5.0
14785,No,0,0,1,0,1,4,5.0,1.0,1,43.8,3.52,4.8
14786,No,0,0,1,0,0,2,5.0,1.0,0,100.0,0.48,5.0
14787,No,1,0,0,0,0,1,5.0,1.0,1,100.0,1.52,5.0
14788,No,0,0,1,0,1,2,5.0,1.0,0,0.0,5.04,5.0
14789,No,0,0,1,0,1,9,4.6,1.07,0,73.0,4.13,4.7
14790,No,0,0,1,0,1,5,5.0,1.0,0,100.0,4.39,5.0
14791,No,0,0,1,0,0,1,5.0,1.0,0,0.0,3.59,5.0
14792,No,0,0,1,0,0,0,3.5,1.0,0,50.0,8.04,5.0
14793,No,1,0,0,0,0,1,4.8,1.0,0,40.0,1.97,4.4
14794,No,1,0,0,0,1,2,5.0,1.0,0,0.0,5.3,4.0
14795,No,1,0,0,0,0,1,4.4,1.16,0,62.5,2.74,4.9
14796,No,0,1,0,0,1,1,5.0,1.03,1,60.8,1.89,4.9
14797,No,0,1,0,0,1,7,4.7,1.05,0,63.0,3.32,4.6
14798,No,0,0,1,0,1,1,4.0,1.0,1,50.0,4.74,5.0
14799,No,0,0,1,0,0,1,5.0,1.0,0,100.0,1.91,5.0
14800,No,0,0,1,0,1,2,4.9,1.02,1,43.8,11.19,5.0
14801,No,0,1,0,0,0,2,5.0,1.0,1,100.0,2.78,5.0
14802,No,0,0,1,0,0,2,5.0,1.0,1,33.3,2.03,5.0
14803,No,0,0,1,0,0,0,4.0,1.0,0,50.0,8.48,5.0
14804,No,0,0,1,0,1,0,4.0,1.0,1,50.0,3.73,5.0
14805,No,1,0,0,0,1,2,5.0,1.0,0,50.0,3.8,5.0
14806,No,1,0,0,0,1,17,4.8,1.03,1,47.1,1.71,4.9
14807,No,1,0,0,0,0,3,4.2,1.0,1,50.0,4.31,4.9
14808,No,0,0,1,0,0,4,4.3,1.0,1,0.0,2.22,4.8
14809,No,1,0,0,0,1,1,5.0,1.1,1,80.0,2.93,4.8
14810,No,0,0,1,0,1,2,4.6,1.0,0,61.5,3.03,4.4
14811,No,0,0,1,0,1,0,4.0,1.0,1,100.0,6.98,4.8
14812,No,0,1,0,0,0,2,5.0,1.0,0,60.0,7.54,5.0
14813,No,1,0,0,0,1,2,5.0,1.0,0,100.0,3.24,4.5
14814,No,0,1,0,0,1,7,4.9,1.01,1,96.2,2.8,4.8
14815,No,1,0,0,0,1,1,4.8,1.0,0,75.0,7.84,5.0
14816,No,0,0,1,0,1,1,5.0,1.04,0,57.1,5.05,5.0
14817,No,0,0,1,0,1,1,5.0,1.0,1,100.0,3.07,5.0
14818,No,0,1,0,0,0,0,5.0,1.0,0,50.0,1.78,5.0
14819,No,0,0,1,0,1,5,4.7,1.0,1,100.0,4.73,5.0
14820,No,0,0,1,0,0,2,3.0,1.0,1,60.0,7.04,4.8
14821,No,1,0,0,0,1,0,5.0,1.0,0,100.0,1.79,5.0
14822,No,0,0,1,0,1,1,4.8,1.0,0,68.8,10.34,5.0
14823,No,0,1,0,0,0,0,5.0,1.0,0,100.0,1.87,5.0
14824,No,0,0,1,0,0,1,5.0,1.0,0,0.0,8.2,5.0
14825,No,0,0,1,0,1,0,4.0,1.0,0,100.0,7.79,5.0
14826,No,1,0,0,0,0,5,5.0,1.04,0,100.0,2.34,4.8
14827,No,0,0,1,0,1,0,4.8,1.06,1,0.0,14.67,5.0
14828,No,1,0,0,0,0,2,5.0,1.0,0,0.0,4.37,5.0
14829,No,0,0,1,0,1,2,3.0,1.0,0,0.0,1.29,4.5
14830,No,1,0,0,0,1,2,4.7,1.0,0,100.0,7.66,5.0
14831,No,0,0,1,0,0,1,5.0,1.0,0,50.0,4.33,4.0
14832,No,0,0,1,0,0,3,4.0,1.0,0,25.0,4.52,4.6
14833,No,0,1,0,0,1,0,4.4,1.13,1,30.8,2.74,5.0
14834,No,1,0,0,0,1,2,5.0,1.0,1,68.8,3.4,4.9
14835,No,0,0,1,0,1,0,3.4,1.14,0,33.3,7.1,5.0
14836,No,0,0,1,0,1,19,4.3,1.0,1,77.8,6.08,4.5
14837,No,0,0,1,0,1,2,3.8,1.43,0,36.4,6.84,4.6
14838,No,1,0,0,0,1,6,4.6,1.21,1,44.4,2.41,4.7
14839,No,0,0,1,0,1,0,4.0,1.0,0,100.0,3.36,5.0
14840,No,0,0,1,0,1,1,4.0,1.07,1,100.0,8.67,4.7
14841,No,0,0,1,0,1,0,5.0,1.0,0,0.0,12.67,5.0
14842,No,0,0,1,0,1,0,5.0,1.0,0,66.7,1.23,5.0
14843,No,0,0,1,0,1,2,4.0,1.19,0,25.0,4.95,5.0
14844,No,0,0,1,0,1,0,4.5,1.0,1,0.0,6.2,5.0
14845,No,0,0,1,0,1,2,4.3,1.4,0,100.0,4.38,4.4
14846,No,1,0,0,0,1,0,5.0,1.0,1,100.0,5.28,5.0
14847,No,1,0,0,0,0,2,4.4,1.0,1,57.1,3.5,4.7
14848,No,1,0,0,0,0,2,3.0,1.0,1,100.0,1.67,3.5
14849,No,1,0,0,0,0,17,4.7,1.22,1,59.7,1.47,4.7
14850,No,1,0,0,0,1,3,5.0,1.04,1,85.7,2.9,4.8
14851,Yes,0,0,1,0,1,6,4.2,1.0,1,38.1,4.18,4.5
14852,No,0,0,1,0,1,1,4.0,1.0,0,55.6,4.86,4.8
14853,No,0,0,1,0,1,0,5.0,1.0,1,50.0,19.63,5.0
14854,No,1,0,0,0,0,0,4.9,1.0,0,88.9,3.84,4.9
14855,No,1,0,0,0,1,1,5.0,1.0,0,25.0,4.55,4.8
14856,No,1,0,0,0,0,0,5.0,1.0,0,100.0,1.38,5.0
14857,No,0,1,0,0,1,3,3.8,1.0,0,0.0,2.71,3.7
14858,No,0,0,1,0,1,1,4.0,1.0,0,50.0,3.43,5.0
14859,No,0,0,1,0,0,2,5.0,1.0,0,50.0,2.74,5.0
14860,No,1,0,0,0,0,0,4.0,1.0,1,100.0,4.16,4.7
14861,No,0,0,1,0,1,2,4.8,1.0,0,67.9,3.62,4.4
14862,No,0,0,1,0,0,1,5.0,1.0,1,100.0,2.96,5.0
14863,No,1,0,0,0,1,3,4.9,1.01,0,70.6,2.97,4.5
14864,No,0,1,0,0,1,10,4.4,1.04,1,36.8,2.32,4.9
14865,No,1,0,0,0,0,1,4.0,1.0,0,100.0,3.75,5.0
14866,No,0,0,1,0,1,6,5.0,1.04,1,65.0,8.55,4.9
14867,No,1,0,0,0,1,1,3.5,1.13,0,12.5,4.21,4.6
14868,No,0,0,1,0,0,0,5.0,1.0,0,100.0,3.43,5.0
14869,No,1,0,0,0,1,0,5.0,1.0,0,100.0,4.63,5.0
14870,No,0,1,0,0,1,1,5.0,1.06,0,33.3,3.39,4.6
14871,No,1,0,0,0,0,1,5.0,1.0,1,100.0,5.33,4.8
14872,No,0,0,1,0,1,0,5.0,1.07,0,72.7,2.78,4.6
14873,No,0,0,1,0,0,1,5.0,1.0,0,0.0,1.02,5.0
14874,No,1,0,0,0,0,1,5.0,1.0,0,0.0,2.77,5.0
14875,No,0,0,1,0,1,1,5.0,1.38,1,25.0,1.54,5.0
14876,No,1,0,0,0,1,0,5.0,1.0,0,0.0,5.99,4.3
14877,No,0,0,1,0,1,2,5.0,1.0,0,50.0,6.37,5.0
14878,No,0,0,1,0,0,7,3.9,1.0,0,42.9,1.72,4.7
14879,No,1,0,0,0,1,4,4.7,1.0,1,45.5,1.89,4.8
14880,No,0,0,1,0,1,7,5.0,1.0,0,61.5,2.36,4.7
14881,No,0,1,0,0,1,0,4.5,1.0,1,0.0,3.18,5.0
14882,No,1,0,0,0,0,0,5.0,1.0,1,100.0,7.79,5.0
14883,No,1,0,0,0,1,0,4.7,1.25,0,66.7,2.76,5.0
14884,No,0,1,0,0,1,2,5.0,1.11,0,77.8,6.5,5.0
14885,No,0,1,0,0,1,16,4.6,1.01,0,51.4,2.49,4.9
14886,No,1,0,0,0,1,3,5.0,1.3,0,100.0,2.58,5.0
14887,No,1,0,0,0,1,1,5.0,1.0,0,100.0,1.06,5.0
14888,No,0,1,0,0,1,0,5.0,1.03,0,68.6,3.62,4.7
14889,No,0,0,1,0,1,1,5.0,1.0,0,100.0,5.56,4.7
14890,No,0,0,1,0,0,1,4.0,1.0,0,50.0,3.5,3.0
14891,No,0,1,0,0,1,8,4.4,1.02,1,83.3,5.09,4.7
14892,No,1,0,0,0,1,1,5.0,1.0,0,0.0,4.74,5.0
14893,No,0,0,1,0,0,3,5.0,1.0,0,30.0,3.93,4.5
14894,No,0,0,1,0,0,1,5.0,1.0,1,83.3,7.47,4.9
14895,No,0,1,0,0,1,0,5.0,1.0,1,100.0,4.56,4.3
14896,No,1,0,0,0,1,4,5.0,1.0,1,33.3,1.92,5.0
14897,No,0,0,1,0,1,6,4.7,1.0,1,73.5,10.8,4.9
14898,No,1,0,0,0,0,5,3.1,1.49,0,31.6,1.46,4.9
14899,No,1,0,0,0,0,1,5.0,1.0,0,100.0,7.85,5.0
14900,No,0,0,1,0,1,2,5.0,1.0,0,50.0,1.73,5.0
14901,No,0,1,0,0,1,0,4.0,1.0,0,100.0,1.06,5.0
14902,No,0,0,1,0,1,1,3.8,1.02,1,81.8,5.97,4.8
14903,No,1,0,0,0,1,2,5.0,1.17,0,66.7,2.9,4.7
14904,No,1,0,0,0,1,2,4.5,1.0,0,50.0,3.49,5.0
14905,No,1,0,0,0,0,2,5.0,1.08,0,33.3,4.37,5.0
14906,No,0,0,1,0,1,1,5.0,1.0,0,0.0,6.6,5.0
14907,No,0,0,1,0,1,2,3.8,1.0,1,100.0,5.18,4.6
14908,No,1,0,0,0,1,1,5.0,1.0,1,100.0,7.14,5.0
14909,No,1,0,0,0,1,0,4.0,1.0,1,0.0,3.89,5.0
14910,No,1,0,0,0,1,11,3.7,1.07,1,74.6,3.45,4.9
14911,No,1,0,0,0,1,7,4.9,1.09,0,50.9,1.92,4.8
14912,No,0,1,0,0,1,1,5.0,1.0,1,100.0,19.26,5.0
14913,No,0,0,1,0,0,4,3.8,1.0,0,75.0,1.05,4.8
14914,No,0,0,1,0,0,3,4.7,1.0,0,100.0,8.72,5.0
14915,No,1,0,0,0,0,1,4.0,1.0,1,0.0,19.61,5.0
14916,No,0,0,1,0,1,2,5.0,1.17,0,25.0,2.77,4.5
14917,No,0,0,1,0,1,1,1.0,1.0,0,100.0,12.24,4.0
14918,No,0,1,0,0,1,2,5.0,1.0,1,87.5,14.21,5.0
14919,No,1,0,0,0,1,11,4.8,1.05,0,40.0,1.48,4.7
14920,No,0,1,0,0,1,4,5.0,1.0,1,71.4,10.77,5.0
14921,No,0,0,1,0,0,0,5.0,1.0,0,0.0,4.06,5.0
14922,No,1,0,0,0,0,1,5.0,1.0,1,0.0,1.36,5.0
14923,No,0,1,0,0,0,2,5.0,1.0,0,0.0,1.2,5.0
14924,No,0,0,1,0,0,1,5.0,1.0,0,0.0,0.01,5.0
14925,No,0,0,1,0,1,2,4.3,1.0,0,75.0,1.61,5.0
14926,No,1,0,0,0,0,0,5.0,1.0,0,100.0,5.2,5.0
14927,No,0,0,1,0,1,0,4.6,1.19,0,33.3,2.63,4.3
14928,No,0,0,1,0,1,0,2.5,1.0,0,100.0,4.8,5.0
14929,No,0,0,1,0,0,1,4.8,1.0,0,100.0,1.07,5.0
14930,No,0,0,1,0,1,0,5.0,1.0,0,100.0,2.06,5.0
14931,No,0,0,1,0,0,0,4.7,1.0,0,77.8,2.81,5.0
14932,No,0,0,1,0,1,0,5.0,1.33,0,100.0,2.21,5.0
14933,No,0,0,1,0,0,0,4.0,1.25,0,100.0,2.67,5.0
14934,No,0,0,1,0,0,1,5.0,1.0,0,0.0,2.08,5.0
14935,No,0,0,1,0,0,4,4.3,1.13,0,100.0,7.39,5.0
14936,No,0,0,1,0,0,2,5.0,1.0,1,28.6,10.48,5.0
14937,No,0,0,1,0,1,0,4.5,1.0,0,25.0,2.06,4.0
14938,No,0,1,0,0,1,1,5.0,1.25,0,25.0,8.51,5.0
14939,No,1,0,0,0,1,6,5.0,1.05,0,81.8,4.01,4.6
14940,No,0,0,1,0,1,1,1.0,1.0,0,50.0,3.29,4.0
14941,No,1,0,0,0,1,8,4.6,1.18,1,40.4,1.9,4.5
14942,No,0,0,1,0,0,2,5.0,1.0,1,50.0,16.25,5.0
14943,No,1,0,0,0,1,1,5.0,1.0,1,75.9,4.24,4.7
14944,No,1,0,0,0,0,0,5.0,1.0,0,100.0,3.7,5.0
14945,No,0,0,1,0,1,5,3.6,1.0,0,100.0,6.57,5.0
14946,No,1,0,0,0,0,0,4.0,1.0,1,100.0,2.98,4.8
14947,No,0,0,1,0,1,0,5.0,1.0,1,100.0,2.97,5.0
14948,No,0,0,1,0,1,2,4.8,1.0,0,71.4,5.29,4.9
14949,No,1,0,0,0,0,1,4.0,1.17,0,66.7,1.41,4.7
14950,No,0,1,0,0,1,0,3.5,1.0,0,50.0,1.2,5.0
14951,No,0,0,1,0,1,0,5.0,1.0,1,100.0,2.42,5.0
14952,No,1,0,0,0,1,1,5.0,1.0,1,75.0,3.96,5.0
14953,No,0,1,0,0,1,2,5.0,1.0,1,80.0,5.99,5.0
14954,No,0,0,1,0,0,1,5.0,1.0,0,100.0,3.65,5.0
14955,No,0,0,1,0,1,8,3.1,1.05,0,37.5,2.17,4.6
14956,No,0,0,1,0,0,0,5.0,1.0,0,100.0,2.25,5.0
14957,No,0,1,0,0,0,0,5.0,1.0,0,50.0,11.11,5.0
14958,No,1,0,0,0,1,0,4.0,1.0,1,100.0,9.76,5.0
14959,No,1,0,0,0,1,2,5.0,1.0,0,80.0,4.7,5.0
14960,No,0,0,1,0,1,1,5.0,1.0,0,75.0,5.07,4.5
14961,No,0,0,1,0,1,12,5.0,1.01,0,100.0,3.09,4.8
14962,No,0,0,1,0,0,0,5.0,1.0,0,50.0,12.52,5.0
14963,No,1,0,0,0,1,1,5.0,1.0,1,100.0,8.21,5.0
14964,No,0,0,1,0,0,4,4.8,1.0,0,100.0,2.13,4.8
14965,No,0,0,1,0,0,4,4.3,1.06,1,66.7,3.07,4.6
14966,No,0,0,1,0,0,2,3.5,1.0,0,50.0,12.57,5.0
14967,No,1,0,0,0,0,5,4.5,1.05,1,64.3,4.64,5.0
14968,No,0,0,1,0,1,15,3.9,1.09,1,93.9,4.43,4.7
14969,No,0,0,1,0,0,0,5.0,1.05,0,72.2,3.96,4.6
14970,No,0,0,1,0,1,2,4.0,1.0,0,80.0,17.21,5.0
14971,No,0,0,1,0,1,1,4.0,1.0,0,0.0,0.0,3.0
14972,No,0,0,1,0,1,1,3.0,1.0,1,100.0,16.46,4.3
14973,No,0,0,1,0,1,0,3.8,1.08,0,55.6,2.86,4.7
14974,No,0,1,0,0,1,1,5.0,1.0,0,0.0,3.39,5.0
14975,No,0,0,1,0,1,2,3.6,1.0,0,70.6,5.36,4.5
14976,No,0,0,1,0,1,5,5.0,1.13,1,36.4,3.02,4.5
14977,No,0,1,0,0,1,0,5.0,1.0,1,0.0,2.52,5.0
14978,No,1,0,0,0,0,4,5.0,1.0,0,100.0,3.83,4.9
14979,No,0,1,0,0,1,4,4.5,1.0,1,60.0,4.2,5.0
14980,No,0,1,0,1,0,0,4.0,1.0,1,87.5,3.58,4.6
14981,No,1,0,0,0,0,0,5.0,1.0,1,66.7,3.2,4.7
14982,No,1,0,0,0,1,4,5.0,1.0,1,100.0,3.94,4.8
14983,No,0,0,1,0,0,1,4.0,1.0,0,0.0,15.21,5.0
14984,No,0,0,1,0,1,3,5.0,1.05,0,0.0,3.39,4.6
14985,No,1,0,0,0,0,0,5.0,1.0,0,100.0,3.51,5.0
14986,No,0,0,1,0,1,3,5.0,1.0,1,100.0,10.47,5.0
14987,No,1,0,0,0,1,1,3.0,1.0,0,50.0,8.4,5.0
14988,No,1,0,0,0,1,5,4.7,1.0,0,100.0,2.76,5.0
14989,No,0,0,1,0,1,9,5.0,1.01,0,78.4,1.64,4.8
14990,No,0,0,1,0,0,1,4.5,1.0,0,100.0,0.9,5.0
14991,No,0,0,1,0,1,10,3.7,1.01,0,89.5,2.68,4.8
14992,No,0,0,1,0,1,8,4.3,1.0,1,80.8,4.87,4.3
14993,No,0,1,0,0,1,1,4.3,1.0,1,33.3,4.96,5.0
14994,No,0,0,1,0,0,0,5.0,1.0,1,100.0,9.67,5.0
14995,No,0,1,0,0,1,3,4.0,1.07,0,38.1,2.4,5.0
14996,No,0,1,0,0,1,0,5.0,1.0,1,0.0,4.15,5.0
14997,No,0,1,0,0,1,3,5.0,1.0,1,72.0,5.84,4.9
14998,No,0,0,1,0,1,4,3.9,1.0,1,62.5,2.35,4.9
14999,No,0,1,0,0,1,5,4.9,1.0,0,78.6,2.6,4.9
15000,No,0,1,0,0,1,0,5.0,1.13,1,71.9,1.74,4.4
15001,No,0,1,0,0,1,2,5.0,1.0,1,100.0,7.84,5.0
15002,No,0,1,0,0,0,2,5.0,1.0,0,50.0,3.05,5.0
15003,No,0,0,1,0,0,2,4.5,1.0,0,0.0,2.55,5.0
15004,No,1,0,0,0,1,2,4.3,1.0,1,56.0,3.76,4.4
15005,No,1,0,0,0,1,3,5.0,1.0,0,75.0,2.62,5.0
15006,No,1,0,0,0,0,0,5.0,1.0,0,100.0,13.33,5.0
15007,No,1,0,0,0,1,2,2.0,1.0,0,50.0,6.94,5.0
15008,No,0,0,1,1,0,12,4.9,1.03,1,68.8,2.62,4.8
15009,No,1,0,0,0,1,0,5.0,1.0,1,50.0,2.13,5.0
15010,No,0,0,1,0,0,1,5.0,1.0,0,0.0,11.86,5.0
15011,No,0,0,1,0,0,1,5.0,1.0,0,100.0,7.43,5.0
15012,No,1,0,0,0,1,0,4.5,1.0,1,100.0,5.52,5.0
15013,No,0,0,1,0,1,1,4.5,1.0,0,16.7,4.84,5.0
15014,No,1,0,0,0,1,8,4.4,1.0,1,100.0,7.11,4.7
15015,No,0,0,1,0,0,1,5.0,1.0,0,0.0,1.17,5.0
15016,No,1,0,0,0,0,0,4.9,1.0,0,80.0,3.58,4.9
15017,No,0,0,1,0,0,3,4.4,1.0,0,91.7,2.96,5.0
15018,No,0,0,1,0,1,7,3.6,1.0,0,50.0,3.85,4.5
15019,No,1,0,0,0,1,4,4.0,1.0,0,25.0,4.01,4.8
15020,No,0,0,1,0,1,4,4.0,1.08,0,53.8,9.51,4.6
15021,No,0,0,1,0,1,0,4.0,1.0,0,100.0,2.32,2.0
15022,No,1,0,0,0,1,1,5.0,1.0,1,100.0,1.62,5.0
15023,No,1,0,0,0,1,1,5.0,1.0,0,66.7,12.62,5.0
15024,No,1,0,0,0,1,0,5.0,1.44,0,100.0,12.3,5.0
15025,No,0,0,1,0,1,5,4.2,1.0,0,40.9,3.74,4.8
15026,No,0,0,1,0,1,1,5.0,1.0,0,100.0,4.71,4.8
15027,No,0,1,0,0,1,4,5.0,1.27,0,83.6,2.87,4.6
15028,No,0,1,0,0,1,8,2.8,1.0,1,80.4,3.7,4.8
15029,No,0,0,1,0,1,1,1.0,1.0,0,100.0,1.1,1.0
15030,No,0,0,1,0,1,4,4.9,1.14,1,71.4,3.06,4.8
15031,No,0,1,0,0,1,2,4.2,1.03,1,0.0,2.58,4.5
15032,No,0,0,1,0,1,0,5.0,1.0,1,75.0,5.1,4.7
15033,No,0,0,1,0,1,1,3.0,1.0,1,100.0,2.22,5.0
15034,No,0,0,1,0,1,0,4.5,1.0,1,100.0,4.5,5.0
15035,No,1,0,0,0,1,3,4.3,1.21,1,64.7,4.06,4.8
15036,No,0,1,0,0,1,0,4.9,1.01,1,100.0,7.93,5.0
15037,No,0,0,1,0,1,5,5.0,1.0,1,40.0,6.37,4.0
15038,No,0,1,0,0,1,3,4.7,1.13,1,25.0,3.69,4.9
15039,No,0,1,0,0,0,2,4.0,1.25,0,40.0,6.29,3.8
15040,No,0,1,0,0,1,2,4.5,1.0,0,50.0,8.6,5.0
15041,No,0,1,0,0,1,3,5.0,1.0,0,100.0,9.49,5.0
15042,No,0,0,1,0,1,0,5.0,1.0,0,100.0,0.81,5.0
15043,No,1,0,0,0,1,0,4.5,1.0,1,100.0,2.65,4.8
15044,No,0,1,0,0,0,0,5.0,1.0,0,0.0,11.53,5.0
15045,No,1,0,0,0,1,3,4.7,1.0,0,80.0,7.81,4.8
15046,No,0,0,1,0,0,0,5.0,1.0,0,0.0,2.76,5.0
15047,No,0,0,1,0,1,3,5.0,1.25,0,87.5,1.77,4.3
15048,No,1,0,0,0,1,9,4.7,1.17,1,73.5,2.31,4.9
15049,No,1,0,0,0,0,1,4.5,1.0,0,100.0,3.65,4.9
15050,No,0,0,1,0,1,5,4.8,1.0,1,46.7,1.61,4.5
15051,No,0,1,0,0,1,2,4.9,1.09,0,54.5,3.38,5.0
15052,No,0,0,1,0,0,1,5.0,1.0,0,0.0,5.81,5.0
15053,No,0,1,0,0,0,1,5.0,1.0,0,100.0,2.05,5.0
15054,No,1,0,0,0,0,5,5.0,1.0,1,57.1,4.05,4.6
